,Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,Debt,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
348,349,0,0.360907571,72,0,1318.643320342,3697.0,6,0,1,0,0.0
349,350,0,0.335737457,50,0,2639.54277919,5773.0,9,0,1,0,1.0
350,351,1,0.635720859,68,1,5451.781925,25000.0,27,0,3,0,0.0
351,352,0,0.0,58,0,,6438.4734917733085,20,0,5,0,0.0
352,353,0,0.507972665,69,2,581.806065,3000.0,10,2,0,2,0.0
353,354,0,0.245841666,71,0,,6438.4734917733085,5,0,0,0,0.0
354,355,1,0.953343701,48,2,,6438.4734917733085,5,1,2,2,0.0
355,356,0,0.9999999,37,0,830.8153755000001,4500.0,2,0,0,0,1.0
356,357,0,0.118853837,50,0,,6438.4734917733085,7,0,1,0,2.0
357,358,0,0.630073985,38,0,1062.4366721239999,1886.0,3,0,1,0,0.0
358,359,0,0.9999999,35,0,,6438.4734917733085,1,0,1,0,0.0
359,360,0,0.028423247,59,0,486.96601508,14330.0,12,0,1,0,0.0
360,361,0,0.143427862,67,0,676.880536626,5666.0,9,0,0,0,0.0
361,362,0,0.186682782,30,0,1745.30188,2500.0,7,0,2,0,2.0
362,363,0,0.496388581,56,0,3331.82983848,19580.0,12,0,1,0,1.0
363,364,0,0.457526639,51,0,2668.666416,8000.0,16,0,2,0,2.0
364,365,0,0.728218119,40,1,,6438.4734917733085,10,0,2,0,0.0
365,366,0,0.947264856,28,0,554.532828079,1187.0,4,0,0,0,0.0
366,367,0,0.013916922,54,0,82.9823446,4700.0,7,0,0,0,2.0
367,368,0,0.066347297,46,1,,6438.4734917733085,6,0,2,0,0.0
368,369,0,0.502958087,57,0,,6438.4734917733085,5,0,2,0,0.0
369,370,0,1.047495906,35,2,1217.685435036,3871.0,8,0,2,1,3.0
370,371,0,0.012586354,79,0,23.990405,2500.0,11,0,0,0,0.0
371,372,0,0.543445655,46,0,1335.732855,5000.0,6,0,2,0,3.0
372,373,0,0.026580302,79,0,,6438.4734917733085,7,0,1,0,0.0
373,374,0,0.082317351,64,0,1851.78556998,8636.0,29,0,1,0,1.0
374,375,0,0.292541492,74,0,329.835082,2000.0,3,0,0,0,0.0
375,376,0,0.024240472,64,0,1065.898491,10500.0,20,0,1,0,0.0
376,377,0,0.047650102,63,0,3491.612046,9000.0,6,0,2,0,0.0
377,378,1,0.739146488,63,1,1753.7148427500001,6150.0,12,0,0,0,1.0
378,379,0,0.186890655,54,0,2386.34441136,3640.0,7,0,1,0,1.0
379,380,0,0.007501937,63,0,2239.72177135,8050.0,13,0,2,0,3.0
380,381,0,0.522314625,45,0,4205.709772172,14491.0,13,0,1,0,3.0
381,382,0,0.9999999,22,0,,6438.4734917733085,0,0,0,0,
382,383,0,0.571604587,66,0,,6438.4734917733085,12,0,0,0,
383,384,0,0.903231566,57,0,683.8691906,5228.0,10,0,0,0,0.0
384,385,0,0.017043518,43,0,248.891786,2300.0,6,0,0,0,1.0
385,386,0,0.060733396,61,0,170.99146,20000.0,8,0,0,0,0.0
386,387,0,0.000582648,54,0,,6438.4734917733085,13,0,1,0,1.0
387,388,0,0.003894686,90,0,,6438.4734917733085,11,0,1,0,0.0
388,389,0,0.250008365,60,0,15752.913520600001,7550.0,26,0,0,0,0.0
389,390,0,0.466334165,34,2,23.992503315,3201.0,3,0,0,0,0.0
390,391,0,0.114588541,38,0,,6438.4734917733085,2,0,0,0,0.0
391,392,0,0.9999999,60,0,0.0,4200.0,0,0,0,0,0.0
392,393,0,0.267905614,76,0,2340.7145508000003,8200.0,12,0,0,0,0.0
393,394,0,0.029694361,76,0,676.9294848,9600.0,7,0,0,0,2.0
394,395,0,0.305246317,39,0,1911.81172179,10154.0,6,0,1,0,2.0
395,396,0,0.000685675,83,0,,6438.4734917733085,4,0,0,0,0.0
396,397,0,0.702493864,63,0,2734.417835534,4697.0,8,0,2,0,1.0
397,398,0,0.742436041,52,0,4016.5859231,9700.0,10,0,2,0,0.0
398,399,1,0.802417179,58,1,,6438.4734917733085,5,1,0,0,0.0
399,400,0,0.9999999,42,1,708.8865812500001,6250.0,3,3,0,1,2.0
400,401,0,0.134191514,63,0,926.5,1.0,9,0,1,0,0.0
401,402,0,0.002556199,58,0,897.884175264,7752.0,17,0,0,0,2.0
402,403,0,0.088845558,62,0,397.926227334,5394.0,5,0,0,0,0.0
403,404,0,0.203947961,46,1,6997.793484399999,5800.0,12,1,4,0,2.0
404,405,0,0.006666097,27,0,1.999733828,7444.0,5,0,0,0,0.0
405,406,0,0.014049649,27,0,1311.64778486,3724.0,4,0,1,0,1.0
406,407,0,0.9999999,35,1,284.907014352,3064.0,1,0,0,0,3.0
407,408,0,0.368866624,55,0,4248.5620051,9700.0,18,0,2,0,0.0
408,409,0,0.054553316,73,0,720.95674391,16666.0,13,0,0,0,0.0
409,410,0,0.179487766,51,0,5010.507466194,10173.0,19,0,4,0,0.0
410,411,0,0.026885902,36,0,3862.6551151999997,11200.0,6,0,2,0,2.0
411,412,0,0.265705207,56,0,8204.740904975999,31666.0,8,0,3,0,1.0
412,413,0,0.0,59,0,,6438.4734917733085,13,0,2,0,
413,414,0,0.011847989,49,0,,6438.4734917733085,12,0,1,0,0.0
414,415,0,0.07083751,64,0,1531.7447100000002,6000.0,6,0,0,0,1.0
415,416,0,0.030996074,56,0,630.8685696,4800.0,11,0,1,0,0.0
416,417,0,0.144914011,37,0,303.9546321,6700.0,5,0,0,0,0.0
417,418,0,0.353017659,48,0,5414.700263486,4166.0,17,0,1,0,1.0
418,419,0,0.020074662,36,0,1587.6657545,4750.0,5,0,1,0,0.0
419,420,0,0.032769199,70,0,,6438.4734917733085,11,0,1,0,0.0
420,421,1,0.733885463,49,2,3243.630775525,8785.0,20,0,2,0,2.0
421,422,0,0.063514422,57,0,2221.5,1.0,12,0,2,0,0.0
422,423,0,0.03157211,39,0,2514.3552954,3900.0,14,0,1,0,1.0
423,424,1,0.991502124,61,10,3893.7021,3000.0,11,2,3,5,1.0
424,425,0,0.397702982,38,0,2393.5837225,5750.0,6,0,1,0,2.0
425,426,0,0.971352432,24,0,42.9641964,1200.0,3,0,0,0,0.0
426,427,0,0.9999999,33,0,,6438.4734917733085,3,0,1,0,0.0
427,428,0,0.0,73,0,1759.6132736000002,4550.0,18,0,0,0,0.0
428,429,0,0.9999999,79,0,673.8698598120001,5178.0,6,0,1,0,0.0
429,430,0,0.003851709,81,0,2.999177664,3648.0,1,0,0,0,1.0
430,431,0,0.010887967,55,0,1450.2748620000002,2000.0,7,0,2,0,0.0
431,432,0,0.686083014,57,0,1874.83929864,11667.0,6,1,1,0,2.0
432,433,0,0.212464485,58,0,1707.48100852,3290.0,10,0,1,0,1.0
433,434,0,0.006956358,52,0,7.996722471,2439.0,4,0,0,0,0.0
434,435,0,0.073251754,51,0,4578.553312,10250.0,9,0,1,0,2.0
435,436,0,0.431904058,63,0,3439.58095008,8208.0,22,1,2,0,0.0
436,437,0,0.006999563,97,0,,6438.4734917733085,2,0,0,0,
437,438,0,0.014310431,56,0,,6438.4734917733085,2,0,0,0,0.0
438,439,0,0.026944485,41,0,3147.313264925,4583.0,8,0,3,0,0.0
439,440,0,0.297094601,43,1,2213.396235804,3666.0,9,0,1,0,2.0
440,441,0,0.316064767,56,0,,6438.4734917733085,3,0,1,0,0.0
441,442,0,0.0,59,0,,6438.4734917733085,2,0,1,0,0.0
442,443,0,0.922670104,40,0,1941.792214005,9345.0,7,0,0,0,0.0
443,444,0,0.051077957,74,0,1046.693591496,3416.0,9,0,1,0,0.0
444,445,0,0.319190816,49,0,3366.6418472,9400.0,18,0,2,0,0.0
445,446,0,0.008737352,68,0,1259.790036,6000.0,28,0,1,0,0.0
446,447,0,0.0,57,0,5326.214771199,6783.0,8,0,3,0,0.0
447,448,0,0.243674266,48,0,1601.8200242,8900.0,10,0,1,0,6.0
448,449,0,0.9999999,40,1,734.80829307,3833.0,3,2,0,0,2.0
449,450,0,0.0,23,0,0.0,3500.0,1,0,0,0,1.0
450,451,0,0.028910707,52,0,72.986455011,5389.0,7,0,0,0,2.0
451,452,0,0.03423863,48,0,,6438.4734917733085,3,0,1,0,0.0
452,453,0,0.50329934,55,0,1437.545943688,3166.0,5,0,2,0,0.0
453,454,0,0.799981673,61,3,3398.328924768,5064.0,19,0,3,1,0.0
454,455,0,0.069987933,33,0,428.885993646,3762.0,7,0,0,0,0.0
455,456,0,0.067901335,69,0,654.9345099999999,10000.0,5,0,1,0,0.0
456,457,0,0.740635161,39,0,2404.567988394,5566.0,7,0,1,0,0.0
457,458,0,0.023382944,84,0,41.99087,4600.0,6,0,0,0,0.0
458,459,0,0.9999999,32,2,196.90441608,2060.0,1,0,0,0,0.0
459,460,0,0.003625197,78,0,,6438.4734917733085,8,0,1,0,
460,461,0,0.092287617,61,0,1720.7705624999999,7500.0,23,0,2,0,2.0
461,462,0,0.0,37,0,1280.822992092,7236.0,5,0,1,0,3.0
462,463,0,0.9999999,33,1,1395.7422926880001,5416.0,2,2,1,0,1.0
463,464,0,0.057867667,81,0,573.854313981,3939.0,13,0,0,0,0.0
464,465,0,0.07807727,60,0,2217.433896052,3917.0,14,0,1,0,2.0
465,466,0,0.201943642,46,0,3944.60554,10000.0,15,0,2,0,3.0
466,467,0,0.077958915,57,0,347.946469,6500.0,19,0,0,0,0.0
467,468,0,0.205676486,57,0,1085.8696884750002,8333.0,8,0,1,0,0.0
468,469,1,0.9999999,32,0,22.993270216,3416.0,1,0,0,0,3.0
469,470,1,0.57985084,42,0,1604.4057747,2700.0,8,0,0,0,0.0
470,471,0,0.073393457,38,1,3847.61524,10000.0,9,0,2,0,0.0
471,472,0,0.079178219,82,0,884.823035,5000.0,3,0,1,0,0.0
472,473,0,0.073123172,33,0,1144.78359264,5290.0,9,0,0,0,0.0
473,474,0,0.745173448,68,0,829.831233264,4917.0,4,0,1,0,0.0
474,475,0,0.10088331,52,1,1542.719508,5500.0,6,1,1,0,2.0
475,476,0,0.347665233,46,0,103.95841750000001,2500.0,1,0,0,0,1.0
476,477,0,0.102031508,66,0,,6438.4734917733085,4,0,0,0,0.0
477,478,0,0.354125994,57,0,2419.44123963,4330.0,4,0,1,0,0.0
478,479,0,0.029643294,50,0,3751.6008932,9400.0,15,3,4,0,0.0
479,480,0,0.540204354,34,0,257.965605,7500.0,3,1,0,0,0.0
480,481,0,0.640927271,53,4,5904.47590072,11266.0,17,0,2,0,3.0
481,482,0,0.058271403,76,0,1613.625695037,4311.0,7,0,1,0,0.0
482,483,0,0.719305764,64,0,1159.8137717040001,6228.0,5,0,1,0,0.0
483,484,0,0.045017363,72,0,80.97923730000001,3900.0,8,0,0,0,0.0
484,485,0,0.35592819,48,0,3665.521910589,7667.0,17,0,2,0,0.0
485,486,0,0.57762185,71,1,3151.5075,6399.0,14,0,2,0,1.0
486,487,0,0.015054291,59,0,,6438.4734917733085,11,0,1,0,2.0
487,488,0,0.320593837,53,0,6241.8853784,5600.0,14,0,1,0,1.0
488,489,0,0.047587303,34,0,,6438.4734917733085,4,0,0,0,
489,490,0,0.173428408,51,1,452.91373050000004,5250.0,11,0,0,0,0.0
490,491,0,0.401789055,55,0,1052.5872201,2550.0,11,0,0,0,0.0
491,492,0,0.301152442,46,0,1952.7453405,7668.0,10,0,1,0,3.0
492,493,0,0.0,27,2,518.770861272,2264.0,5,2,0,1,0.0
493,494,0,0.067512585,43,0,4076.55276745,9115.0,4,0,2,0,0.0
494,495,0,0.0,75,0,337.79402752,1640.0,4,0,0,0,1.0
495,496,0,0.993335555,31,0,305.93177369999995,4484.0,6,0,0,0,1.0
496,497,0,0.138793584,43,0,4480.615928506,11666.0,9,0,5,0,0.0
497,498,0,0.193584801,51,0,2024.4672444000003,3800.0,13,0,2,0,0.0
498,499,0,0.001124859,28,1,347.94201,6000.0,8,1,0,0,0.0
499,500,0,0.485558448,51,0,655.90036484,6583.0,5,0,0,0,0.0
500,501,0,0.979521555,55,1,3477.532149561,7433.0,11,0,2,2,0.0
501,502,0,0.090641506,69,0,66.983317005,4015.0,2,0,0,0,0.0
502,503,0,0.38480769,42,0,3953.4669005759997,7416.0,5,0,1,0,3.0
503,504,0,0.183676155,33,0,1649.3394722310002,2497.0,9,0,1,0,0.0
504,505,0,0.018124667,60,0,28.97681875,1250.0,4,0,0,0,1.0
505,506,1,0.9999999,54,0,541.771598152,2372.0,2,0,0,1,0.0
506,507,0,0.290320472,48,0,2101.737149728,7996.0,7,0,1,0,3.0
507,508,0,0.052161271,49,0,472.932373221,6993.0,5,0,0,0,1.0
508,509,0,0.9999999,73,0,0.0,0.0,2,0,0,0,0.0
509,510,0,0.9999999,91,0,,6438.4734917733085,3,0,0,0,
510,511,0,0.412657703,66,1,799.8049252,4100.0,7,1,0,0,0.0
511,512,0,0.091201293,49,1,2844.4311150000003,5000.0,15,0,2,0,0.0
512,513,0,0.500234532,46,0,1306.7219744000001,4700.0,10,0,1,0,1.0
513,514,1,0.913140498,37,2,6481.379656,4000.0,16,0,3,0,1.0
514,515,0,0.056390008,54,0,,6438.4734917733085,8,0,1,0,0.0
515,516,0,0.611388611,22,0,277.6529336,800.0,4,0,0,0,0.0
516,517,0,0.065630892,31,0,853.837362,5250.0,10,0,0,0,0.0
517,518,0,0.499666889,39,0,1440.5498272,3200.0,8,0,1,0,0.0
518,519,0,0.9999999,56,0,,6438.4734917733085,1,0,0,0,0.0
519,520,0,0.289470539,44,0,4302.5174424,8916.0,17,0,2,0,1.0
520,521,1,0.814154511,50,1,1069.7028588,3600.0,8,0,1,1,1.0
521,522,0,0.016406971,55,0,9.998212686,5599.0,3,0,0,0,2.0
522,523,0,0.078497383,52,0,1703.79272388,8220.0,5,0,1,0,3.0
523,524,0,0.029692431,58,2,1781.712813408,6204.0,19,0,1,0,0.0
524,525,0,0.01255887,62,0,331.955236728,7416.0,5,0,0,0,0.0
525,526,0,0.062093267,42,0,1918.769737807,8333.0,6,0,1,0,4.0
526,527,0,0.074201053,47,0,,6438.4734917733085,4,0,1,0,
527,528,0,0.551889862,42,1,2846.2093848,3600.0,18,0,2,0,1.0
528,529,1,0.640058527,39,0,550.944015596,9841.0,9,0,0,0,2.0
529,530,0,0.581815774,45,0,5798.275216,8000.0,11,0,2,0,0.0
530,531,0,0.0,82,0,,6438.4734917733085,3,0,0,0,0.0
531,532,0,0.0,64,0,,6438.4734917733085,3,0,2,0,
532,533,0,0.312068793,55,1,160.872927918,1266.0,5,0,0,0,0.0
533,534,0,0.266371179,58,0,6430.5015081,12900.0,12,0,1,0,2.0
534,535,0,0.040186458,35,0,1684.6991616,5600.0,8,0,2,0,1.0
535,536,0,0.749602291,62,0,,6438.4734917733085,7,0,2,0,3.0
536,537,1,0.955545894,52,1,5501.475046320001,10480.0,11,0,3,0,1.0
537,538,0,0.086635409,40,0,0.0,0.0,8,0,1,0,1.0
538,539,0,0.212768452,57,0,,6438.4734917733085,17,0,2,0,0.0
539,540,0,0.9543957,45,2,4278.515787599999,8836.0,10,0,1,0,1.0
540,541,0,0.188256123,27,0,3439.1181747,3900.0,6,0,1,0,1.0
541,542,0,1.245847176,24,1,,6438.4734917733085,4,1,0,0,
542,543,0,0.014049887,37,0,4127.32560096,6120.0,9,0,1,0,0.0
543,544,0,0.329609837,36,0,1574.5622580269999,3597.0,16,0,2,0,2.0
544,545,0,0.484099985,40,0,4568.57674497,10794.0,9,0,2,0,2.0
545,546,0,0.0,86,0,,6438.4734917733085,9,0,0,0,0.0
546,547,0,0.035113768,56,0,,6438.4734917733085,11,0,0,0,0.0
547,548,0,0.084826988,59,0,1929.46581744,3612.0,9,0,2,0,0.0
548,549,0,0.9999999,40,0,4364.393832,7200.0,6,0,3,0,0.0
549,550,0,0.152250785,49,0,276.969222,9000.0,3,0,0,0,0.0
550,551,0,0.2128856,66,0,1794.6481086,5100.0,10,0,1,0,0.0
551,552,0,0.9999999,63,3,1047.799156995,5217.0,5,0,1,1,4.0
552,553,0,0.9999999,45,0,,6438.4734917733085,2,0,0,0,0.0
553,554,0,0.0,30,0,0.0,4700.0,1,0,0,0,1.0
554,555,0,0.576284725,36,0,2356.214595,3000.0,10,0,1,0,1.0
555,556,0,0.408215982,39,0,,6438.4734917733085,4,0,0,0,2.0
556,557,0,0.0,27,0,0.0,4500.0,5,0,0,0,0.0
557,558,0,0.10680013,44,3,4484.252622,6000.0,8,0,3,0,2.0
558,559,0,0.004552998,34,0,,6438.4734917733085,2,0,0,0,0.0
559,560,0,0.277436128,59,0,1406.61143228,3620.0,8,0,1,0,1.0
560,561,0,0.285342534,38,0,290.91049,3250.0,4,0,0,0,3.0
561,562,0,0.162077194,38,0,1741.97513,70000.0,6,0,1,0,2.0
562,563,0,0.57073821,39,0,,6438.4734917733085,5,2,2,0,0.0
563,564,0,0.622524722,43,0,3621.646113288,10234.0,8,0,1,0,0.0
564,565,0,0.113165062,57,0,,6438.4734917733085,16,0,1,0,3.0
565,566,0,0.0,75,0,422.47256822099996,801.0,4,0,1,0,0.0
566,567,0,0.732711215,29,0,2843.6614667999997,8400.0,10,0,1,0,0.0
567,568,0,0.486651335,55,0,2922.675255,9000.0,10,0,2,0,0.0
568,569,0,0.584844623,60,0,1762.706362725,6003.0,11,0,1,0,0.0
569,570,0,0.875440658,37,0,628.562282612,1436.0,5,0,0,0,1.0
570,571,0,0.043861767,69,0,442.93588262,6908.0,7,0,1,0,0.0
571,572,0,0.03929607,48,0,3564.51960676,7420.0,10,0,2,0,0.0
572,573,1,0.339503567,89,1,1373.4506199999998,2500.0,9,3,0,1,0.0
573,574,0,0.064835195,56,2,1613.8023774419999,8166.0,10,0,1,0,0.0
574,575,0,0.008684579,75,0,10.9986741,8289.0,5,0,0,0,0.0
575,576,0,0.9999999,55,1,574.861278544,4144.0,1,0,0,0,0.0
576,577,0,0.503587987,63,0,5235.691076,4000.0,16,0,1,0,0.0
577,578,0,0.000309046,49,0,,6438.4734917733085,10,0,1,0,
578,579,0,0.697812691,31,0,2843.763024,12000.0,10,0,0,0,1.0
579,580,0,0.650432993,61,0,3680.6319399999998,10000.0,10,0,1,0,1.0
580,581,0,0.30248201,46,0,2749.6519432,7900.0,12,0,1,0,2.0
581,582,0,0.9999999,40,0,445.81424400000003,2400.0,1,2,0,0,0.0
582,583,0,0.159116246,91,0,333.81587649200003,1813.0,6,0,0,0,0.0
583,584,0,0.768537191,46,0,,6438.4734917733085,5,0,0,0,0.0
584,585,0,0.155644438,56,0,673.663168,2000.0,5,0,1,0,0.0
585,586,0,0.836294011,29,3,1131.7398305999998,4350.0,8,0,1,0,1.0
586,587,0,0.293041811,45,0,1411.6260594500002,3775.0,5,0,1,0,3.0
587,588,0,0.9999999,49,1,474.90106080000004,4800.0,1,0,0,0,4.0
588,589,0,0.271898248,64,0,,6438.4734917733085,3,0,1,0,
589,590,0,0.0,51,0,2380.76192,10000.0,6,0,1,0,0.0
590,591,0,0.291956248,45,0,,6438.4734917733085,5,0,0,0,
591,592,0,0.106531463,78,0,135.97569903000002,5595.0,9,0,0,0,0.0
592,593,0,0.250818316,36,0,1400.759858672,5833.0,6,0,2,0,1.0
593,594,0,0.181579946,54,0,2140.6460544,6048.0,9,0,1,0,1.0
594,595,0,0.002964536,67,0,5863.6509792,16800.0,14,0,5,0,0.0
595,596,0,0.048911121,63,0,645.897200212,6283.0,4,0,0,0,1.0
596,597,1,0.517045364,61,0,4294.427407499999,7500.0,20,0,2,0,0.0
597,598,0,0.024100447,86,0,23.989208841,2223.0,6,0,0,0,0.0
598,599,0,0.122976319,50,0,1493.545895127,3289.0,6,0,1,0,1.0
599,600,1,0.387065977,51,0,2046.6491269379999,5833.0,12,0,1,2,1.0
600,601,0,0.021741679,70,0,938.81224,5000.0,11,0,1,0,0.0
601,602,0,0.269257489,44,0,911.3924055,1500.0,7,0,0,0,3.0
602,603,0,0.996301651,39,2,3345.6938981599997,10930.0,17,0,0,0,1.0
603,604,0,0.019153961,49,0,6700.798958007,33333.0,6,0,3,0,4.0
604,605,0,0.008665511,58,0,12406.091373000001,6500.0,17,0,5,0,0.0
605,606,0,0.155742213,39,0,0.0,0.0,13,0,0,0,2.0
606,607,0,0.733914381,33,0,688.841023486,4333.0,7,1,0,0,1.0
607,608,0,0.210442588,53,0,2963.48639615,5770.0,10,0,2,0,1.0
608,609,0,0.095634788,36,0,393.824733288,2247.0,4,0,0,0,1.0
609,610,0,0.124801376,62,0,3732.433104888,6584.0,15,0,2,0,0.0
610,611,0,0.016995185,62,0,11.997695644,5212.0,4,0,0,0,0.0
611,612,0,0.964038058,29,1,579.7364826,2200.0,6,0,0,0,0.0
612,613,0,0.211206477,44,1,444.78616,2080.0,13,1,0,1,0.0
613,614,0,0.184476515,32,0,3188.5550471340002,7166.0,11,0,2,0,0.0
614,615,0,0.0,52,0,1555.555554,3500.0,5,0,2,0,1.0
615,616,0,0.086605363,69,0,,6438.4734917733085,2,0,0,0,
616,617,0,0.069069784,71,0,,6438.4734917733085,3,0,1,0,
617,618,0,0.187090597,63,0,2027.493128,4000.0,10,0,2,0,1.0
618,619,0,0.732202177,44,0,3338.741420736,12912.0,26,0,0,0,0.0
619,620,0,0.392141112,54,0,5324.6169823,3850.0,18,0,2,0,2.0
620,621,0,0.063688754,41,0,1778.73312552,6665.0,8,0,0,0,1.0
621,622,0,0.616982372,32,1,1197.80835,6250.0,10,0,0,0,2.0
622,623,0,0.288541381,87,1,971.4285707,1700.0,23,0,0,0,0.0
623,624,0,0.221106801,43,0,1152.842789673,7333.0,5,0,1,0,0.0
624,625,0,0.193612774,47,0,117.97985404799999,5856.0,1,0,0,0,3.0
625,626,0,0.014441183,75,0,2339.8542890490003,16059.0,8,0,1,0,0.0
626,627,0,0.531963331,64,2,8881.519923,18500.0,19,0,3,0,1.0
627,628,0,0.346960384,41,0,2435.5673134999997,1700.0,13,0,3,0,2.0
628,629,0,0.024305835,30,0,,6438.4734917733085,6,0,1,0,0.0
629,630,0,0.9999999,40,0,0.0,0.0,2,0,2,0,0.0
630,631,0,0.0,56,0,0.0,6200.0,2,0,0,0,0.0
631,632,0,0.65854007,55,0,2713.510283064,5541.0,6,0,1,0,0.0
632,633,0,0.104693763,36,0,1278.7026272,4300.0,8,0,1,0,1.0
633,634,0,0.046740048,57,0,4823.595203256,11916.0,13,0,3,0,0.0
634,635,0,0.057887851,56,0,1047.7618712,4400.0,13,0,1,0,1.0
635,636,0,0.883182488,49,0,826.8162615,4500.0,18,0,0,0,2.0
636,637,0,0.005326455,53,0,0.0,0.0,4,0,0,0,0.0
637,638,0,0.088809584,51,0,2104.7045172410003,7123.0,12,0,1,0,0.0
638,639,0,0.021319787,64,0,571.75503192,2334.0,13,0,1,0,0.0
639,640,0,0.281880372,28,0,434.820025216,2416.0,7,0,0,0,0.0
640,641,0,0.063062463,54,0,,6438.4734917733085,5,0,2,0,0.0
641,642,0,0.0,53,0,,6438.4734917733085,5,0,1,0,0.0
642,643,1,0.402345742,37,0,4276.6623834520005,12667.0,16,0,2,0,3.0
643,644,0,0.143316879,70,3,,6438.4734917733085,16,0,5,1,0.0
644,645,0,0.334295645,48,0,,6438.4734917733085,13,0,2,0,0.0
645,646,0,0.010350125,52,0,985.741412856,3812.0,6,0,1,0,1.0
646,647,0,0.336596148,36,0,94.91962725,1181.0,2,0,0,0,0.0
647,648,0,0.044842922,51,0,2643.76641372,11318.0,5,0,1,0,2.0
648,649,0,0.007712359,69,0,469.843386,3000.0,6,0,0,0,0.0
649,650,0,1.011332794,52,0,4320.1995,400.0,8,0,1,0,2.0
650,651,0,0.066778859,67,0,,6438.4734917733085,7,0,0,0,
651,652,0,0.0,36,0,2839.629577882,7666.0,4,0,1,0,2.0
652,653,0,0.0,49,0,996.377264,1600.0,10,0,1,0,1.0
653,654,1,0.314685703,51,3,2722.839689152,16984.0,13,0,2,1,4.0
654,655,1,0.149314411,36,0,2512.4416785000003,4500.0,9,0,3,0,0.0
655,656,0,0.0,33,0,676.761786366,2841.0,9,0,0,0,0.0
656,657,0,0.037849716,62,0,1423.837110167,8741.0,15,0,1,0,0.0
657,658,0,0.281115558,69,0,729.8378145,4500.0,10,0,0,0,1.0
658,659,0,0.005196165,70,0,,6438.4734917733085,9,0,2,0,0.0
659,660,0,0.133688867,49,0,448.90647839999997,4800.0,7,0,0,0,2.0
660,661,0,0.321457844,46,2,,6438.4734917733085,6,0,1,1,0.0
661,662,0,0.0,65,0,2775.583620546,6666.0,10,0,1,0,0.0
662,663,0,0.827151013,56,1,1913.7800292,8700.0,8,0,0,1,1.0
663,664,0,0.442798278,51,0,,6438.4734917733085,11,0,0,0,2.0
664,665,0,0.025082109,57,0,1082.639121,3000.0,15,0,0,0,0.0
665,666,0,0.578849363,48,0,2430.632446162,6613.0,10,0,1,0,1.0
666,667,0,0.020703507,47,0,2193.3548954,3400.0,6,0,1,0,2.0
667,668,1,1.248751249,33,0,472.8248802,2700.0,3,2,0,0,0.0
668,669,0,0.9999999,75,0,,6438.4734917733085,2,0,0,0,0.0
669,670,0,0.569824212,40,0,3975.638579,11000.0,18,0,1,0,2.0
670,671,0,0.914867126,40,0,2533.4829611,4900.0,7,0,1,0,1.0
671,672,0,0.0382584,68,0,58.99017,6000.0,12,0,0,0,0.0
672,673,0,0.964561473,35,4,1345.6941608,4400.0,10,3,0,2,2.0
673,674,0,0.02731285,65,0,677.674665119,2083.0,6,0,0,0,0.0
674,675,0,0.035605591,81,0,122.982736875,7125.0,7,0,0,0,0.0
675,676,0,0.004595129,52,0,2801.60904096,7166.0,7,0,1,0,0.0
676,677,0,0.042534081,69,0,62.99031049999999,6500.0,4,0,0,0,1.0
677,678,0,0.12136536,34,0,,6438.4734917733085,5,0,2,0,0.0
678,679,0,0.180162143,40,0,4259.551672668,9501.0,15,0,2,0,1.0
679,680,0,0.054940099,35,0,3862.3378482010003,5833.0,10,0,2,0,2.0
680,681,0,0.099724251,80,0,97.99109100000001,11000.0,3,0,0,0,0.0
681,682,0,0.030513202,68,0,,6438.4734917733085,6,0,0,0,0.0
682,683,0,0.175434349,47,0,670.8509235,4500.0,9,0,0,0,0.0
683,684,0,0.019883105,64,0,173.97140329799998,6083.0,16,0,0,0,0.0
684,685,1,0.990764426,36,2,1487.638661469,4117.0,4,0,0,0,1.0
685,686,0,0.386084012,49,0,1941.8335467420002,11666.0,17,0,0,0,3.0
686,687,0,0.008287427,55,0,809.88482772,7032.0,8,0,1,0,0.0
687,688,0,0.058687793,35,0,2797.664263953,8333.0,6,0,2,0,2.0
688,689,0,0.091106715,63,0,123.96458200000001,3500.0,5,0,0,0,0.0
689,690,0,0.023114333,64,0,4664.486463153,9083.0,16,0,3,0,0.0
690,691,0,0.083426677,64,0,110.96212962,2930.0,7,0,0,0,2.0
691,692,0,0.529411765,26,1,13.982947500000002,820.0,1,0,0,0,0.0
692,693,0,0.192722211,77,0,3221.54206647,7035.0,21,0,1,0,1.0
693,694,0,0.9999999,32,0,711.822044,4000.0,1,2,0,0,0.0
694,695,0,0.359412083,54,0,4192.125576718,1082.0,22,0,1,0,0.0
695,696,0,0.106517279,40,0,2315.736852,8800.0,17,0,3,0,4.0
696,697,0,0.07953842,53,0,,6438.4734917733085,9,0,1,0,2.0
697,698,1,2066.0,58,0,1626.7288800000001,6000.0,8,1,1,0,1.0
698,699,0,0.01239876,50,3,2472.792483636,11916.0,4,0,1,0,0.0
699,700,0,0.9999999,56,0,88.992875,12500.0,2,0,0,0,2.0
700,701,0,0.003938695,75,0,1574.800048844,7876.0,11,0,2,0,0.0
